,stay_date,report_date,lead_in,individual_reservation_change_3_actual,individual_reservation_change_3_predicted
6359,2023-09-08,2023-09-03,5,4,5.771457
6360,2023-09-08,2023-09-04,4,13,5.9404397
6361,2023-09-08,2023-09-05,3,13,6.063195
6362,2023-09-08,2023-09-06,2,11,5.6597953
6363,2023-09-08,2023-09-07,1,2,4.4704804
6364,2023-09-08,2023-09-08,0,1,0.98280805
6365,2023-09-08,2023-09-09,-1,0,0.97895473
6366,2023-09-09,2023-08-10,30,0,1.3571148
6367,2023-09-09,2023-08-11,29,0,1.3541172
6368,2023-09-09,2023-08-12,28,0,1.5048376
6369,2023-09-09,2023-08-13,27,0,1.6797745
6370,2023-09-09,2023-08-14,26,0,1.7090081
6371,2023-09-09,2023-08-15,25,0,1.7626004
6372,2023-09-09,2023-08-16,24,0,1.7446022
6373,2023-09-09,2023-08-17,23,0,1.4899707
6374,2023-09-09,2023-08-18,22,0,1.4983039
6375,2023-09-09,2023-08-19,21,0,1.584678
6376,2023-09-09,2023-08-20,20,0,1.6151443
6377,2023-09-09,2023-08-21,19,0,1.6946952
6378,2023-09-09,2023-08-22,18,1,1.7033772
6379,2023-09-09,2023-08-23,17,1,1.7382996
6380,2023-09-09,2023-08-24,16,1,1.9562687
6381,2023-09-09,2023-08-25,15,0,2.1581066
6382,2023-09-09,2023-08-26,14,1,2.4767685
6383,2023-09-09,2023-08-27,13,2,3.1151922
6384,2023-09-09,2023-08-28,12,3,3.3326976
6385,2023-09-09,2023-08-29,11,2,3.4382908
6386,2023-09-09,2023-08-30,10,3,2.7823503
6387,2023-09-09,2023-08-31,9,2,2.8741345
6388,2023-09-09,2023-09-01,8,4,3.8210976
6389,2023-09-09,2023-09-02,7,4,5.0480733
6390,2023-09-09,2023-09-03,6,8,5.3006454
6391,2023-09-09,2023-09-04,5,8,5.2715535
6392,2023-09-09,2023-09-05,4,7,5.6716523
6393,2023-09-09,2023-09-06,3,6,5.625337
6394,2023-09-09,2023-09-07,2,4,4.3646045
6395,2023-09-09,2023-09-08,1,3,3.6132054
6396,2023-09-09,2023-09-09,0,0,0.66209584
6397,2023-09-10,2023-08-11,30,0,1.107191
6398,2023-09-10,2023-08-12,29,0,1.1839477
6399,2023-09-10,2023-08-13,28,0,1.3641331
6400,2023-09-10,2023-08-14,27,0,1.534003
6401,2023-09-10,2023-08-15,26,0,1.7659982
6402,2023-09-10,2023-08-16,25,0,1.695768
6403,2023-09-10,2023-08-17,24,0,1.2877659
6404,2023-09-10,2023-08-18,23,0,1.2797112
6405,2023-09-10,2023-08-19,22,0,1.3050826
6406,2023-09-10,2023-08-20,21,0,1.7204053
6407,2023-09-10,2023-08-21,20,0,1.7622411
6408,2023-09-10,2023-08-22,19,0,2.037769
6409,2023-09-10,2023-08-23,18,0,1.7665282
6410,2023-09-10,2023-08-24,17,1,1.5349505
6411,2023-09-10,2023-08-25,16,1,1.6607748
6412,2023-09-10,2023-08-26,15,2,1.7667933
6413,2023-09-10,2023-08-27,14,1,3.0120366
6414,2023-09-10,2023-08-28,13,1,3.0594194
6415,2023-09-10,2023-08-29,12,0,3.21463
6416,2023-09-10,2023-08-30,11,1,2.2390125
6417,2023-09-10,2023-08-31,10,1,2.1724324
6418,2023-09-10,2023-09-01,9,1,2.73227
6419,2023-09-10,2023-09-02,8,0,3.1092172
6420,2023-09-10,2023-09-03,7,5,3.7871969
6421,2023-09-10,2023-09-04,6,7,3.7765257
6422,2023-09-10,2023-09-05,5,8,4.1862855
6423,2023-09-10,2023-09-06,4,3,4.9151263
6424,2023-09-10,2023-09-07,3,1,4.864039
6425,2023-09-10,2023-09-08,2,0,3.840887
6426,2023-09-10,2023-09-09,1,0,2.913526
6427,2023-09-10,2023-09-10,0,0,0.87274766
6428,2023-09-11,2023-08-12,30,1,1.786905
6429,2023-09-11,2023-08-13,29,1,2.0961597
6430,2023-09-11,2023-08-14,28,1,2.1504967
6431,2023-09-11,2023-08-15,27,0,2.1626132
6432,2023-09-11,2023-08-16,26,0,1.9180802
6433,2023-09-11,2023-08-17,25,0,1.9951082
6434,2023-09-11,2023-08-18,24,0,2.0552325
6435,2023-09-11,2023-08-19,23,0,2.1556852
6436,2023-09-11,2023-08-20,22,0,2.5183089
6437,2023-09-11,2023-08-21,21,0,2.5477862
6438,2023-09-11,2023-08-22,20,2,2.5415967
6439,2023-09-11,2023-08-23,19,2,2.0011196
6440,2023-09-11,2023-08-24,18,2,1.8624595
6441,2023-09-11,2023-08-25,17,0,1.8361778
6442,2023-09-11,2023-08-26,16,0,2.5110707
6443,2023-09-11,2023-08-27,15,1,3.618472
6444,2023-09-11,2023-08-28,14,1,3.7491648
6445,2023-09-11,2023-08-29,13,1,3.775023
6446,2023-09-11,2023-08-30,12,0,2.8949914
6447,2023-09-11,2023-08-31,11,0,2.5407588
6448,2023-09-11,2023-09-01,10,2,4.217723
6449,2023-09-11,2023-09-02,9,4,5.7981524
6450,2023-09-11,2023-09-03,8,11,7.0655107
6451,2023-09-11,2023-09-04,7,14,6.975552
6452,2023-09-11,2023-09-05,6,16,7.1634865
6453,2023-09-11,2023-09-06,5,13,6.4265623
6454,2023-09-11,2023-09-07,4,9,7.1633577
6455,2023-09-11,2023-09-08,3,14,7.3068395
6456,2023-09-11,2023-09-09,2,10,7.2286954
6457,2023-09-11,2023-09-10,1,9,5.1908917
6458,2023-09-11,2023-09-11,0,0,1.1779586
6459,2023-09-12,2023-08-13,30,0,2.7920563
6460,2023-09-12,2023-08-14,29,0,2.8770733
6461,2023-09-12,2023-08-15,28,0,2.827917
6462,2023-09-12,2023-08-16,27,0,2.3546834
6463,2023-09-12,2023-08-17,26,0,2.1943173
6464,2023-09-12,2023-08-18,25,0,2.2377784
6465,2023-09-12,2023-08-19,24,0,2.4345489
6466,2023-09-12,2023-08-20,23,1,2.975422
6467,2023-09-12,2023-08-21,22,2,2.9522734
6468,2023-09-12,2023-08-22,21,4,2.8843687
6469,2023-09-12,2023-08-23,20,3,2.5342638
6470,2023-09-12,2023-08-24,19,2,2.53459
6471,2023-09-12,2023-08-25,18,0,2.3123431
6472,2023-09-12,2023-08-26,17,1,2.991478
6473,2023-09-12,2023-08-27,16,3,4.802771
6474,2023-09-12,2023-08-28,15,3,4.973866
6475,2023-09-12,2023-08-29,14,3,4.7207565
6476,2023-09-12,2023-08-30,13,1,3.1452878
6477,2023-09-12,2023-08-31,12,1,2.9574149
6478,2023-09-12,2023-09-01,11,2,2.799799
6479,2023-09-12,2023-09-02,10,4,4.8939834
6480,2023-09-12,2023-09-03,9,7,6.171542
6481,2023-09-12,2023-09-04,8,6,6.5872917
6482,2023-09-12,2023-09-05,7,8,6.812435
6483,2023-09-12,2023-09-06,6,6,6.1344914
6484,2023-09-12,2023-09-07,5,7,5.8368716
6485,2023-09-12,2023-09-08,4,15,7.032887
6486,2023-09-12,2023-09-09,3,20,8.932112
6487,2023-09-12,2023-09-10,2,18,8.287232
6488,2023-09-12,2023-09-11,1,6,4.338086
6489,2023-09-12,2023-09-12,0,0,0.8341136
6490,2023-09-13,2023-08-14,30,0,2.2527816
6491,2023-09-13,2023-08-15,29,0,2.2264562
6492,2023-09-13,2023-08-16,28,0,1.7429954
6493,2023-09-13,2023-08-17,27,0,1.5728424
6494,2023-09-13,2023-08-18,26,0,1.692861
6495,2023-09-13,2023-08-19,25,0,1.8530706
6496,2023-09-13,2023-08-20,24,0,2.334781
6497,2023-09-13,2023-08-21,23,0,2.324137
6498,2023-09-13,2023-08-22,22,2,2.3635373
6499,2023-09-13,2023-08-23,21,2,1.9400022
6500,2023-09-13,2023-08-24,20,2,1.8706231
6501,2023-09-13,2023-08-25,19,0,2.134562
6502,2023-09-13,2023-08-26,18,0,2.1518152
6503,2023-09-13,2023-08-27,17,2,3.3061469
6504,2023-09-13,2023-08-28,16,2,4.2441397
6505,2023-09-13,2023-08-29,15,3,4.3451657
6506,2023-09-13,2023-08-30,14,2,3.9321582
6507,2023-09-13,2023-08-31,13,2,3.6451263
6508,2023-09-13,2023-09-01,12,5,3.1756914
6509,2023-09-13,2023-09-02,11,7,4.164742
6510,2023-09-13,2023-09-03,10,12,6.5316443
6511,2023-09-13,2023-09-04,9,12,7.2602673
6512,2023-09-13,2023-09-05,8,12,7.3398676
6513,2023-09-13,2023-09-06,7,7,6.1894846
6514,2023-09-13,2023-09-07,6,6,6.377975
6515,2023-09-13,2023-09-08,5,11,6.3763223
6516,2023-09-13,2023-09-09,4,21,7.8469543
6517,2023-09-13,2023-09-10,3,25,9.253893
6518,2023-09-13,2023-09-11,2,17,8.527444
6519,2023-09-13,2023-09-12,1,7,4.339693
6520,2023-09-13,2023-09-13,0,0,0.76216036
6521,2023-09-14,2023-08-15,30,0,1.8492367
6522,2023-09-14,2023-08-16,29,0,1.5974642
6523,2023-09-14,2023-08-17,28,0,1.5566458
6524,2023-09-14,2023-08-18,27,1,1.6743225
6525,2023-09-14,2023-08-19,26,3,1.7091115
6526,2023-09-14,2023-08-20,25,4,1.6694251
6527,2023-09-14,2023-08-21,24,4,2.3045332
6528,2023-09-14,2023-08-22,23,4,2.2960076
6529,2023-09-14,2023-08-23,22,3,1.8821555
6530,2023-09-14,2023-08-24,21,2,1.7177817
6531,2023-09-14,2023-08-25,20,0,1.439872
6532,2023-09-14,2023-08-26,19,2,1.7469791
6533,2023-09-14,2023-08-27,18,4,2.038675
6534,2023-09-14,2023-08-28,17,4,3.0813782
6535,2023-09-14,2023-08-29,16,3,3.4766822
6536,2023-09-14,2023-08-30,15,3,2.4254863
6537,2023-09-14,2023-08-31,14,3,1.9628026
6538,2023-09-14,2023-09-01,13,5,1.8019359
6539,2023-09-14,2023-09-02,12,5,3.1961048
6540,2023-09-14,2023-09-03,11,9,4.3648577
6541,2023-09-14,2023-09-04,10,8,5.0600896
6542,2023-09-14,2023-09-05,9,8,4.8911576
6543,2023-09-14,2023-09-06,8,5,3.3436854
6544,2023-09-14,2023-09-07,7,4,3.6962738
6545,2023-09-14,2023-09-08,6,6,4.6696253
6546,2023-09-14,2023-09-09,5,8,5.2348347
6547,2023-09-14,2023-09-10,4,11,7.391789
6548,2023-09-14,2023-09-11,3,8,8.113428
6549,2023-09-14,2023-09-12,2,5,6.993665
6550,2023-09-14,2023-09-13,1,1,4.073465
6551,2023-09-14,2023-09-14,0,0,1.0726525
6552,2023-09-15,2023-08-16,30,4,1.3273519
6553,2023-09-15,2023-08-17,29,4,1.268537
6554,2023-09-15,2023-08-18,28,2,1.0586895
6555,2023-09-15,2023-08-19,27,1,1.2971469
6556,2023-09-15,2023-08-20,26,1,1.5893569
6557,2023-09-15,2023-08-21,25,1,1.7095644
6558,2023-09-15,2023-08-22,24,1,1.6622682
6559,2023-09-15,2023-08-23,23,1,1.646779
6560,2023-09-15,2023-08-24,22,0,1.2882797
6561,2023-09-15,2023-08-25,21,0,1.2731456
6562,2023-09-15,2023-08-26,20,0,1.534446
6563,2023-09-15,2023-08-27,19,0,1.7534653
6564,2023-09-15,2023-08-28,18,0,1.8235464
6565,2023-09-15,2023-08-29,17,1,2.4876113
6566,2023-09-15,2023-08-30,16,2,2.129782
6567,2023-09-15,2023-08-31,15,2,1.8816322
6568,2023-09-15,2023-09-01,14,1,1.9546587
6569,2023-09-15,2023-09-02,13,1,1.9107095
6570,2023-09-15,2023-09-03,12,1,2.9186735
6571,2023-09-15,2023-09-04,11,3,2.854582
6572,2023-09-15,2023-09-05,10,3,3.285891
6573,2023-09-15,2023-09-06,9,4,3.4271116
6574,2023-09-15,2023-09-07,8,2,3.3117163
6575,2023-09-15,2023-09-08,7,1,3.6595645
6576,2023-09-15,2023-09-09,6,2,4.125934
6577,2023-09-15,2023-09-10,5,4,4.7550607
6578,2023-09-15,2023-09-11,4,8,5.704215
6579,2023-09-15,2023-09-12,3,7,7.433236
6580,2023-09-15,2023-09-13,2,5,4.9316154
6581,2023-09-15,2023-09-14,1,1,3.151778
6582,2023-09-15,2023-09-15,0,0,0.6969267
6583,2023-09-16,2023-08-17,30,3,2.1542206
6584,2023-09-16,2023-08-18,29,2,2.0707598
6585,2023-09-16,2023-08-19,28,1,2.2103546
6586,2023-09-16,2023-08-20,27,2,2.215544
6587,2023-09-16,2023-08-21,26,2,2.2745206
6588,2023-09-16,2023-08-22,25,3,2.2477562
6589,2023-09-16,2023-08-23,24,3,2.2088232
6590,2023-09-16,2023-08-24,23,2,2.1553166
6591,2023-09-16,2023-08-25,22,1,2.0073693
6592,2023-09-16,2023-08-26,21,2,2.1485035
6593,2023-09-16,2023-08-27,20,2,2.4358313
6594,2023-09-16,2023-08-28,19,2,2.43002
6595,2023-09-16,2023-08-29,18,1,2.4073508
6596,2023-09-16,2023-08-30,17,3,2.4852395
6597,2023-09-16,2023-08-31,16,3,2.4548817
6598,2023-09-16,2023-09-01,15,2,2.3088198
6599,2023-09-16,2023-09-02,14,1,3.1685112
6600,2023-09-16,2023-09-03,13,2,3.9033794
6601,2023-09-16,2023-09-04,12,3,4.0581865
6602,2023-09-16,2023-09-05,11,4,4.404015
6603,2023-09-16,2023-09-06,10,5,5.242347
6604,2023-09-16,2023-09-07,9,9,5.613833
6605,2023-09-16,2023-09-08,8,8,5.7575183
6606,2023-09-16,2023-09-09,7,7,6.1244783
6607,2023-09-16,2023-09-10,6,4,6.157114
6608,2023-09-16,2023-09-11,5,4,5.977374
6609,2023-09-16,2023-09-12,4,6,6.6607146
6610,2023-09-16,2023-09-13,3,8,6.5938234
6611,2023-09-16,2023-09-14,2,7,5.87685
6612,2023-09-16,2023-09-15,1,4,3.5508478
6613,2023-09-16,2023-09-16,0,0,0.6978109
6614,2023-09-17,2023-08-18,30,2,1.067994
6615,2023-09-17,2023-08-19,29,2,0.9607763
6616,2023-09-17,2023-08-20,28,2,1.3746656
6617,2023-09-17,2023-08-21,27,1,1.4591672
6618,2023-09-17,2023-08-22,26,1,1.8243916
6619,2023-09-17,2023-08-23,25,1,1.6136917
6620,2023-09-17,2023-08-24,24,0,1.7640139
6621,2023-09-17,2023-08-25,23,0,1.8712733
6622,2023-09-17,2023-08-26,22,0,1.9725227
6623,2023-09-17,2023-08-27,21,1,2.2955694
6624,2023-09-17,2023-08-28,20,2,2.2330277
6625,2023-09-17,2023-08-29,19,2,2.18292
6626,2023-09-17,2023-08-30,18,2,2.1420069
6627,2023-09-17,2023-08-31,17,1,2.0205777
6628,2023-09-17,2023-09-01,16,1,2.167036
6629,2023-09-17,2023-09-02,15,0,2.3840373
6630,2023-09-17,2023-09-03,14,0,3.1260316
6631,2023-09-17,2023-09-04,13,1,3.051936
6632,2023-09-17,2023-09-05,12,1,2.8523278
6633,2023-09-17,2023-09-06,11,1,2.6753027
6634,2023-09-17,2023-09-07,10,0,3.3311164
6635,2023-09-17,2023-09-08,9,0,4.0560317
6636,2023-09-17,2023-09-09,8,1,4.2688103
6637,2023-09-17,2023-09-10,7,3,4.582498
6638,2023-09-17,2023-09-11,6,4,4.58547
6639,2023-09-17,2023-09-12,5,3,4.9237266
6640,2023-09-17,2023-09-13,4,1,5.418681
6641,2023-09-17,2023-09-14,3,5,5.5000525
6642,2023-09-17,2023-09-15,2,5,4.3493233
6643,2023-09-17,2023-09-16,1,5,3.3165169
6644,2023-09-17,2023-09-17,0,0,0.9499297
6645,2023-09-18,2023-08-19,30,3,1.7757177
6646,2023-09-18,2023-08-20,29,3,2.0360878
6647,2023-09-18,2023-08-21,28,0,2.3211737
6648,2023-09-18,2023-08-22,27,0,2.3265233
6649,2023-09-18,2023-08-23,26,0,1.6739968
6650,2023-09-18,2023-08-24,25,0,1.6346463
6651,2023-09-18,2023-08-25,24,0,1.8765061
6652,2023-09-18,2023-08-26,23,0,2.1026874
6653,2023-09-18,2023-08-27,22,0,2.5064447
6654,2023-09-18,2023-08-28,21,0,2.5271747
6655,2023-09-18,2023-08-29,20,0,2.4820924
6656,2023-09-18,2023-08-30,19,1,2.1746027
6657,2023-09-18,2023-08-31,18,1,2.2039387
6658,2023-09-18,2023-09-01,17,3,2.123913
6659,2023-09-18,2023-09-02,16,2,2.6382582
6660,2023-09-18,2023-09-03,15,2,3.7554228
6661,2023-09-18,2023-09-04,14,1,3.6925037
6662,2023-09-18,2023-09-05,13,1,3.6087556
6663,2023-09-18,2023-09-06,12,1,3.1906004
6664,2023-09-18,2023-09-07,11,0,2.6573668
6665,2023-09-18,2023-09-08,10,4,3.873357
6666,2023-09-18,2023-09-09,9,5,5.4442954
6667,2023-09-18,2023-09-10,8,9,6.7029505
6668,2023-09-18,2023-09-11,7,8,7.077234
6669,2023-09-18,2023-09-12,6,8,7.236333
6670,2023-09-18,2023-09-13,5,5,6.53873
6671,2023-09-18,2023-09-14,4,5,6.7944617
6672,2023-09-18,2023-09-15,3,10,7.4563055
6673,2023-09-18,2023-09-16,2,9,6.906832
6674,2023-09-18,2023-09-17,1,6,5.568681
6675,2023-09-18,2023-09-18,0,0,1.3978671
6676,2023-09-19,2023-08-20,30,4,2.4953158
6677,2023-09-19,2023-08-21,29,1,2.557348
6678,2023-09-19,2023-08-22,28,1,2.533398
6679,2023-09-19,2023-08-23,27,0,1.9456699
6680,2023-09-19,2023-08-24,26,0,2.2754788
6681,2023-09-19,2023-08-25,25,0,2.0007508
6682,2023-09-19,2023-08-26,24,1,2.3484368
6683,2023-09-19,2023-08-27,23,1,3.1849108
6684,2023-09-19,2023-08-28,22,1,3.3361235
6685,2023-09-19,2023-08-29,21,1,3.0471582
6686,2023-09-19,2023-08-30,20,1,2.4595678
6687,2023-09-19,2023-08-31,19,1,2.3852406
6688,2023-09-19,2023-09-01,18,4,2.8218458
6689,2023-09-19,2023-09-02,17,5,3.2607434
6690,2023-09-19,2023-09-03,16,5,4.736422
6691,2023-09-19,2023-09-04,15,4,4.5063853
6692,2023-09-19,2023-09-05,14,3,4.154408
6693,2023-09-19,2023-09-06,13,3,3.3160481
6694,2023-09-19,2023-09-07,12,0,2.8166351
6695,2023-09-19,2023-09-08,11,4,3.0727513
6696,2023-09-19,2023-09-09,10,6,5.5208836
6697,2023-09-19,2023-09-10,9,12,7.782739
6698,2023-09-19,2023-09-11,8,11,7.790848
6699,2023-09-19,2023-09-12,7,9,7.149401
6700,2023-09-19,2023-09-13,6,3,6.133469
6701,2023-09-19,2023-09-14,5,0,5.408288
6702,2023-09-19,2023-09-15,4,5,6.5075836
6703,2023-09-19,2023-09-16,3,11,7.7578826
6704,2023-09-19,2023-09-17,2,11,7.2461505
6705,2023-09-19,2023-09-18,1,6,4.3619514
6706,2023-09-19,2023-09-19,0,0,0.7423677
6707,2023-09-20,2023-08-21,30,2,2.588379
6708,2023-09-20,2023-08-22,29,4,2.4099207
6709,2023-09-20,2023-08-23,28,3,1.8900092
6710,2023-09-20,2023-08-24,27,2,1.8242226
6711,2023-09-20,2023-08-25,26,0,1.9259361
6712,2023-09-20,2023-08-26,25,0,2.3222215
6713,2023-09-20,2023-08-27,24,6,3.0586867
6714,2023-09-20,2023-08-28,23,7,3.0219698
6715,2023-09-20,2023-08-29,22,11,2.9404366
6716,2023-09-20,2023-08-30,21,5,2.8718975
6717,2023-09-20,2023-08-31,20,4,2.6811244
6718,2023-09-20,2023-09-01,19,1,3.3567092
6719,2023-09-20,2023-09-02,18,1,4.248045
6720,2023-09-20,2023-09-03,17,3,4.1357026
6721,2023-09-20,2023-09-04,16,4,3.81332
6722,2023-09-20,2023-09-05,15,5,3.5481822
6723,2023-09-20,2023-09-06,14,3,2.9799178
6724,2023-09-20,2023-09-07,13,1,2.737784
6725,2023-09-20,2023-09-08,12,2,2.990405
6726,2023-09-20,2023-09-09,11,4,4.2164693
6727,2023-09-20,2023-09-10,10,7,5.799534
6728,2023-09-20,2023-09-11,9,6,5.958908
6729,2023-09-20,2023-09-12,8,4,5.186527
6730,2023-09-20,2023-09-13,7,1,4.3386807
6731,2023-09-20,2023-09-14,6,0,3.9274817
6732,2023-09-20,2023-09-15,5,1,3.6691604
6733,2023-09-20,2023-09-16,4,5,4.462207
6734,2023-09-20,2023-09-17,3,6,5.491435
6735,2023-09-20,2023-09-18,2,5,5.013732
6736,2023-09-20,2023-09-19,1,1,4.025063
6737,2023-09-20,2023-09-20,0,0,1.0175241
6738,2023-09-21,2023-08-22,30,0,2.0732386
6739,2023-09-21,2023-08-23,29,0,1.4082588
6740,2023-09-21,2023-08-24,28,0,1.2874804
6741,2023-09-21,2023-08-25,27,0,1.3804694
6742,2023-09-21,2023-08-26,26,0,1.7110225
6743,2023-09-21,2023-08-27,25,0,2.1046338
6744,2023-09-21,2023-08-28,24,0,2.2262979
6745,2023-09-21,2023-08-29,23,0,2.250198
6746,2023-09-21,2023-08-30,22,0,1.7780674
6747,2023-09-21,2023-08-31,21,0,1.621568
6748,2023-09-21,2023-09-01,20,1,1.7754592
6749,2023-09-21,2023-09-02,19,1,2.1736948
6750,2023-09-21,2023-09-03,18,1,3.0040255
6751,2023-09-21,2023-09-04,17,1,3.5057878
6752,2023-09-21,2023-09-05,16,1,3.626391
6753,2023-09-21,2023-09-06,15,1,2.7805874
6754,2023-09-21,2023-09-07,14,0,2.5636752
6755,2023-09-21,2023-09-08,13,1,2.6270072
6756,2023-09-21,2023-09-09,12,1,3.1849177
6757,2023-09-21,2023-09-10,11,4,4.3139954
6758,2023-09-21,2023-09-11,10,3,5.1476917
6759,2023-09-21,2023-09-12,9,3,5.2624626
6760,2023-09-21,2023-09-13,8,1,4.0752506
6761,2023-09-21,2023-09-14,7,2,3.8022692
6762,2023-09-21,2023-09-15,6,6,4.223411
6763,2023-09-21,2023-09-16,5,6,5.5954123
6764,2023-09-21,2023-09-17,4,8,7.0226574
6765,2023-09-21,2023-09-18,3,9,8.218516
6766,2023-09-21,2023-09-19,2,8,7.1878686
6767,2023-09-21,2023-09-20,1,5,4.6793
6768,2023-09-21,2023-09-21,0,0,0.8609032
6769,2023-09-22,2023-08-23,30,0,1.1718639
6770,2023-09-22,2023-08-24,29,0,1.0621375
6771,2023-09-22,2023-08-25,28,0,1.0682925
6772,2023-09-22,2023-08-26,27,1,1.1900532
6773,2023-09-22,2023-08-27,26,1,1.4173185
6774,2023-09-22,2023-08-28,25,1,1.4070417
6775,2023-09-22,2023-08-29,24,0,1.3400791
6776,2023-09-22,2023-08-30,23,0,1.2551991
6777,2023-09-22,2023-08-31,22,0,1.0492139
6778,2023-09-22,2023-09-01,21,0,1.1376234
6779,2023-09-22,2023-09-02,20,0,1.197053
6780,2023-09-22,2023-09-03,19,0,1.4214927
6781,2023-09-22,2023-09-04,18,1,1.3660102
6782,2023-09-22,2023-09-05,17,1,1.6368533
6783,2023-09-22,2023-09-06,16,1,1.7576067
6784,2023-09-22,2023-09-07,15,0,1.3544437
6785,2023-09-22,2023-09-08,14,0,1.4408044
6786,2023-09-22,2023-09-09,13,0,1.5821034
6787,2023-09-22,2023-09-10,12,0,1.8171043
6788,2023-09-22,2023-09-11,11,0,2.0274408
6789,2023-09-22,2023-09-12,10,0,3.3076715
6790,2023-09-22,2023-09-13,9,2,3.3724701
6791,2023-09-22,2023-09-14,8,2,3.2132304
6792,2023-09-22,2023-09-15,7,3,3.2539833
6793,2023-09-22,2023-09-16,6,2,3.952292
6794,2023-09-22,2023-09-17,5,2,4.826247
6795,2023-09-22,2023-09-18,4,3,5.09692
6796,2023-09-22,2023-09-19,3,4,4.9769526
6797,2023-09-22,2023-09-20,2,4,4.770888
6798,2023-09-22,2023-09-21,1,2,3.5369225
6799,2023-09-22,2023-09-22,0,0,0.8037139
6800,2023-09-23,2023-08-24,30,3,1.8176569
6801,2023-09-23,2023-08-25,29,3,1.8046284
6802,2023-09-23,2023-08-26,28,3,1.8472335
6803,2023-09-23,2023-08-27,27,2,2.4100134
6804,2023-09-23,2023-08-28,26,2,2.1862278
6805,2023-09-23,2023-08-29,25,0,2.2439246
6806,2023-09-23,2023-08-30,24,0,2.2501774
6807,2023-09-23,2023-08-31,23,1,1.9198045
6808,2023-09-23,2023-09-01,22,1,1.8897544
6809,2023-09-23,2023-09-02,21,1,1.9885883
6810,2023-09-23,2023-09-03,20,0,2.7528841
6811,2023-09-23,2023-09-04,19,1,2.7102573
6812,2023-09-23,2023-09-05,18,1,2.6167765
6813,2023-09-23,2023-09-06,17,3,2.3882682
6814,2023-09-23,2023-09-07,16,2,2.2339709
6815,2023-09-23,2023-09-08,15,2,2.2443907
6816,2023-09-23,2023-09-09,14,0,1.0906425
6817,2023-09-23,2023-09-10,13,0,1.276883
6818,2023-09-23,2023-09-11,12,0,1.4620793
6819,2023-09-23,2023-09-12,11,3,2.5131621
6820,2023-09-23,2023-09-13,10,4,3.7449508
6821,2023-09-23,2023-09-14,9,5,4.6319723
6822,2023-09-23,2023-09-15,8,5,4.583986
6823,2023-09-23,2023-09-16,7,6,5.339053
6824,2023-09-23,2023-09-17,6,7,5.6630187
6825,2023-09-23,2023-09-18,5,5,4.671294
6826,2023-09-23,2023-09-19,4,4,3.9603872
6827,2023-09-23,2023-09-20,3,3,4.166482
6828,2023-09-23,2023-09-21,2,2,2.3772712
6829,2023-09-23,2023-09-22,1,1,1.3709584
6830,2023-09-23,2023-09-23,0,0,0.3973982
6831,2023-09-24,2023-08-25,30,0,1.0739129
6832,2023-09-24,2023-08-26,29,0,1.1022427
6833,2023-09-24,2023-08-27,28,0,1.7791957
6834,2023-09-24,2023-08-28,27,1,1.711206
6835,2023-09-24,2023-08-29,26,1,1.6392359
6836,2023-09-24,2023-08-30,25,1,1.4288145
6837,2023-09-24,2023-08-31,24,0,1.3506721
6838,2023-09-24,2023-09-01,23,0,1.5852544
6839,2023-09-24,2023-09-02,22,0,1.7616175
6840,2023-09-24,2023-09-03,21,0,2.564968
6841,2023-09-24,2023-09-04,20,1,2.5362742
6842,2023-09-24,2023-09-05,19,2,2.4496295
6843,2023-09-24,2023-09-06,18,2,2.0089855
6844,2023-09-24,2023-09-07,17,2,1.7147743
6845,2023-09-24,2023-09-08,16,1,2.0017486
6846,2023-09-24,2023-09-09,15,2,2.3978605
6847,2023-09-24,2023-09-10,14,1,2.4980927
6848,2023-09-24,2023-09-11,13,1,2.4753046
6849,2023-09-24,2023-09-12,12,0,2.4939132
6850,2023-09-24,2023-09-13,11,2,2.4602156
6851,2023-09-24,2023-09-14,10,2,2.9922485
6852,2023-09-24,2023-09-15,9,4,3.4658833
6853,2023-09-24,2023-09-16,8,4,3.9472594
6854,2023-09-24,2023-09-17,7,5,4.251083
6855,2023-09-24,2023-09-18,6,6,4.217371
6856,2023-09-24,2023-09-19,5,5,4.8974915
6857,2023-09-24,2023-09-20,4,5,5.0910845
6858,2023-09-24,2023-09-21,3,3,5.130686
6859,2023-09-24,2023-09-22,2,2,4.160984
6860,2023-09-24,2023-09-23,1,1,3.16945
6861,2023-09-24,2023-09-24,0,0,1.172737
6862,2023-09-25,2023-08-26,30,0,1.9277953
6863,2023-09-25,2023-08-27,29,0,2.2418678
6864,2023-09-25,2023-08-28,28,0,2.2637653
6865,2023-09-25,2023-08-29,27,0,2.2345133
6866,2023-09-25,2023-08-30,26,0,1.8775666
6867,2023-09-25,2023-08-31,25,0,1.8759574
6868,2023-09-25,2023-09-01,24,0,2.121685
6869,2023-09-25,2023-09-02,23,0,2.2630036
6870,2023-09-25,2023-09-03,22,0,2.8034978
6871,2023-09-25,2023-09-04,21,1,2.753402
6872,2023-09-25,2023-09-05,20,2,2.7736897
6873,2023-09-25,2023-09-06,19,2,2.3349004
6874,2023-09-25,2023-09-07,18,2,2.0376706
6875,2023-09-25,2023-09-08,17,1,2.334694
6876,2023-09-25,2023-09-09,16,6,3.0694551
6877,2023-09-25,2023-09-10,15,6,3.9716752
6878,2023-09-25,2023-09-11,14,6,4.12536
6879,2023-09-25,2023-09-12,13,1,4.1840277
